"","Date","Governorate","Target","facility_type"
"11337","07/02/2017","Marib","-","Unknown"
"11338","07/02/2017","Marib","-","Unknown"
"11339","07/02/2017","Marib","-","Unknown"
"11340","07/02/2017","Marib","-","Unknown"
"11341","07/02/2017","Ibb","-","Unknown"
"11342","07/02/2017","Ibb","-","Unknown"
"11343","07/02/2017","Ibb","-","Unknown"
"11344","07/02/2017","Ibb","-","Unknown"
"11345","07/02/2017","Al Mahwit","-","Unknown"
"11346","07/02/2017","Al Mahwit","-","Unknown"
"11347","07/02/2017","Al Mahwit","-","Unknown"
"11348","07/02/2017","Lahj","Central market","Market Place"
"11349","07/02/2017","Lahj","Pro-Houthi forces","Forces"
"11350","07/02/2017","Lahj","-","Unknown"
"11351","07/02/2017","Lahj","-","Unknown"
"11352","07/02/2017","Lahj","-","Unknown"
"11353","08/02/2017","Lahj","Civilian's house","Residential Area"
"11354","08/02/2017","Lahj","-","Unknown"
"11355","08/02/2017","Lahj","Weapons storage","Weapon Storage"
"11356","08/02/2017","Al Hudaydah","-","Unknown"
"11357","08/02/2017","Al Hudaydah","-","Unknown"
"11358","08/02/2017","Al Hudaydah","Naseem farms","Farms"
"11359","08/02/2017","Marib","Al-Hudaydah Port","Transport"
"11360","08/02/2017","Marib","-","Unknown"
"11361","08/02/2017","Marib","Fishers' boats","Private business"
"11362","08/02/2017","Ibb","-","Unknown"
"11363","08/02/2017","Ibb","-","Unknown"
"11364","08/02/2017","Ibb","-","Unknown"
"11365","08/02/2017","Al Mahwit","Civilian's house","Residential Area"
"11366","08/02/2017","Al Mahwit","-","Unknown"
"11367","08/02/2017","Lahj","-","Unknown"
"11368","08/02/2017","Lahj","Al-Omary Schools","School"
"11369","08/02/2017","Lahj","-","Unknown"
"11370","09/02/2017","Lahj","Pro-Houthi forces","Forces"
"11371","09/02/2017","Lahj","Sana'a military camp","Military Site"
"11372","09/02/2017","Al Hudaydah","Naseem farms","Farms"
"11373","09/02/2017","Al Hudaydah","Pro-Houthi sites","Military Site"
"11374","09/02/2017","Al Hudaydah","Military vehicles","Moving Target (weapons/fighters)"
"11375","09/02/2017","Marib","Coastal defense military camp","Military Site"
"11376","09/02/2017","Marib","Pro-Houthi forces","Forces"
"11377","09/02/2017","Marib","Checkpoint","Checkpoints"
"11378","09/02/2017","Marib","-","Unknown"
"11379","09/02/2017","Marib","-","Unknown"
"11380","09/02/2017","Ibb","-","Unknown"
"11381","09/02/2017","Al Mahwit","Telecommunications network","Communication"
"11382","09/02/2017","Al Mahwit","-","Unknown"
"11383","09/02/2017","Al Mahwit","-","Unknown"
"11384","09/02/2017","Al Mahwit","-","Unknown"
"11385","09/02/2017","Al Mahwit","-","Unknown"
"11386","10/02/2017","Al Hudaydah","Pro-Houthi sites","Military Site"
"11387","10/02/2017","Al Hudaydah","Pro-Houthi sites","Military Site"
"11388","10/02/2017","Al Hudaydah","25th Mechanized Infantry brigade","Transport"
"11389","10/02/2017","Marib","Al-Hudaydah Port","Transport"
"11390","10/02/2017","Marib","Al-Hudaydah Airport","Transport"
"11391","10/02/2017","Marib","-","Unknown"
"11392","10/02/2017","Ibb","Farms","Farms"
"11393","10/02/2017","Al Mahwit","Military camp","Military Site"
"11394","10/02/2017","Al Mahwit","Civilian's car","Vehicle/Buss"
"11395","10/02/2017","Al Mahwit","-","Unknown"
"11396","10/02/2017","Al Mahwit","-","Unknown"
"11397","10/02/2017","Al Mahwit","-","Unknown"
"11398","10/02/2017","Al Mahwit","Pro-Houthi sites","Military Site"
"11399","10/02/2017","Lahj","-","Unknown"
"11400","10/02/2017","Lahj","-","Unknown"
"11401","11/02/2017","Sana'a","","Other"
"11402","11/02/2017","Al Hudaydah","-","Unknown"
"11403","11/02/2017","Al Hudaydah","-","Unknown"
"11404","11/02/2017","Al Hudaydah","25th Mechanized Infantry brigade","Military Site"
"11405","11/02/2017","Marib","Fishers Storage Units","Food (storage/transportation)"
"11406","11/02/2017","Marib","-","Unknown"
"11407","11/02/2017","Marib","-","Unknown"
"11408","11/02/2017","Marib","-","Unknown"
"11409","11/02/2017","Ibb","Pro-Houthi forces","Forces"
"11410","11/02/2017","Al Mahwit","Telecommunications network","Communication"
"11411","11/02/2017","Lahj","Civilian's house","Residential Area"
"11412","12/02/2017","Sana'a","Checkpoint","Checkpoints"
"11413","12/02/2017","Sana'a","Military vehicle","Moving Target (weapons/fighters)"
"11414","12/02/2017","Hajjah","-","Unknown"
"11415","12/02/2017","Al Hudaydah","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11416","12/02/2017","Al Hudaydah","Pro-Houthi forces","Forces"
"11417","12/02/2017","Al Hudaydah","military vehicle","Moving Target (weapons/fighters)"
"11418","12/02/2017","Al Hudaydah","-","Unknown"
"11419","12/02/2017","Al Hudaydah","-","Unknown"
"11420","12/02/2017","Marib","Weapons storage","Weapon Storage"
"11421","12/02/2017","Marib","Fishers boats","Private business"
"11422","12/02/2017","Marib","Pro-Houthi sites","Military Site"
"11423","12/02/2017","Marib","Pro-Houthi sites","Military Site"
"11424","12/02/2017","Marib","Al-Hudaydah Airport","Transport"
"11425","12/02/2017","Marib","Military vehicles","Moving Target (weapons/fighters)"
"11426","12/02/2017","Marib","Fishers Storage units","Private Business"
"11427","12/02/2017","Marib","Tihama Development Authority","Gov. Compounds"
"11428","12/02/2017","Marib","-","Unknown"
"11429","12/02/2017","Ibb","Civilians' houses","Residential Area"
"11430","12/02/2017","Ibb","Farms","Farms"
"11431","12/02/2017","Ibb","-","Unknown"
"11432","12/02/2017","Hadramaut","-","Unknown"
"11433","12/02/2017","Lahj","-","Unknown"
"11434","12/02/2017","Lahj","Al-Zahari military camp","Military Site"
"11435","12/02/2017","Lahj","Pro-Houthi forces","Forces"
"11436","12/02/2017","Lahj","-","Unknown"
"11437","12/02/2017","Lahj","-","Unknown"
"11438","13/02/2017","Al Hudaydah","Pro-Houthi forces","Forces"
"11439","13/02/2017","Al Hudaydah","Pro-Houthi forces","Forces"
"11440","13/02/2017","Marib","Al-Hudaydah Port","Transport"
"11441","13/02/2017","Marib","Al-Hudaydah Port","Transport"
"11442","13/02/2017","Marib","-","Unknown"
"11443","13/02/2017","Marib","Construction administraition's yard","Gov. Compounds"
"11444","13/02/2017","Ibb","-","Unknown"
"11445","13/02/2017","Ibb","Military vehicle","Moving Target (weapons/fighters)"
"11446","13/02/2017","Ibb","Machine gun","Moving Target (weapons/fighters)"
"11447","13/02/2017","Al Mahwit","-","Unknown"
"11448","13/02/2017","Al Mahwit","Civilian's vehicle","Vehicle/Buss"
"11449","13/02/2017","Hadramaut","Weapons storage","Weapon Storage"
"11450","13/02/2017","Lahj","Civilian's house","Residential Area"
"11451","13/02/2017","Lahj","-","Unknown"
"11452","13/02/2017","Lahj","Weapons storage","Weapon Storage"
"11453","13/02/2017","Lahj","-","Unknown"
"11454","13/02/2017","Lahj","Tank","Moving Target (weapons/fighters)"
"11455","14/02/2017","Taizz","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11456","14/02/2017","Al Hudaydah","Farms","Farms"
"11457","14/02/2017","Al Hudaydah","-","Unknown"
"11458","14/02/2017","Dhamar","-","Unknown"
"11459","14/02/2017","Hadramaut","Military vehicles","Moving Target (weapons/fighters)"
"11460","14/02/2017","Al Mahwit","-","Unknown"
"11461","14/02/2017","Lahj","-","Unknown"
"11462","15/02/2017","Lahj","Civilian's house","Social Gathering"
"11463","15/02/2017","Marib","-","Unknown"
"11464","15/02/2017","Marib","-","Unknown"
"11465","15/02/2017","Marib","-","Unknown"
"11466","15/02/2017","Ibb","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11467","15/02/2017","Ibb","-","Unknown"
"11468","15/02/2017","Al Mahwit","Residential Areas","Residential Area"
"11469","15/02/2017","Lahj","-","Unknown"
"11470","15/02/2017","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11471","16/02/2017","Taizz","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11472","16/02/2017","Al Hudaydah","-","Unknown"
"11473","16/02/2017","Al Hudaydah","-","Unknown"
"11474","16/02/2017","Al Hudaydah","-","Unknown"
"11475","16/02/2017","Marib","-","Unknown"
"11476","16/02/2017","Ibb","Pro-Houthi OP room","Other"
"11477","16/02/2017","Ibb","Pro-Houthi sites","Military Site"
"11478","16/02/2017","Ibb","Sirwah market","Market Place"
"11479","16/02/2017","Ibb","-","Unknown"
"11480","16/02/2017","Al Mahwit","-","Unknown"
"11481","16/02/2017","Lahj","Al-Omary Schools","School"
"11482","16/02/2017","Lahj","Pro-Houthi sites","Military Site"
"11483","16/02/2017","Lahj","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11484","16/02/2017","Lahj","Farms","Farms"
"11485","17/02/2017","Lahj","House","Residential Area"
"11486","17/02/2017","Marib","Abo Musa Al-Ashari militray camp","Military Site"
"11487","17/02/2017","Marib","Pro-Houthi sites","Military Site"
"11488","17/02/2017","Lahj","Al-Omary Schools","School"
"11489","17/02/2017","Lahj","Pro-Houthi sites","Military Site"
"11490","17/02/2017","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11491","18/02/2017","Al Hudaydah","Pro-Houthi sites","Military Site"
"11492","18/02/2017","Al Mahwit","Telecommunications network","Communication"
"11493","18/02/2017","Al Mahwit","Farms","Farms"
"11494","18/02/2017","Al Mahwit","-","Unknown"
"11495","18/02/2017","Lahj","Pro-Houthi forces","Forces"
"11496","18/02/2017","Lahj","-","Unknown"
"11497","18/02/2017","Lahj","Pro-Houthi forces","Forces"
"11498","18/02/2017","Lahj","-","Unknown"
"11499","18/02/2017","Lahj","-","Unknown"
"11500","18/02/2017","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11501","19/02/2017","Lahj","Aviation College","Military Site"
"11502","19/02/2017","Lahj","Farms","Farms"
"11503","19/02/2017","Al Hudaydah","-","Unknown"
"11504","19/02/2017","Al Hudaydah","-","Unknown"
"11505","19/02/2017","Ibb","-","Unknown"
"11506","19/02/2017","Lahj","Al-Omary Schools","School"
"11507","19/02/2017","Lahj","Road","Transport"
"11508","19/02/2017","Lahj","Al-Omary Schools","School"
"11509","19/02/2017","Lahj","-","Unknown"
"11510","20/02/2017","Lahj","Pro-Houthi forces","Forces"
"11511","20/02/2017","Lahj","Farms","Farms"
"11512","20/02/2017","Al Hudaydah","Civilian's house","Residential Area"
"11513","20/02/2017","Al Hudaydah","-","Unknown"
"11514","20/02/2017","Al Hudaydah","-","Unknown"
"11515","20/02/2017","Marib","Pro-Houthi sites","Military Site"
"11516","20/02/2017","Marib","Pro-Houthi sites","Military Site"
"11517","20/02/2017","Ibb","Civilians' houses","Residential Area"
"11518","20/02/2017","Ibb","-","Unknown"
"11519","20/02/2017","Al Mahwit","Civilian's house","Residential Area"
"11520","20/02/2017","Al Mahwit","-","Unknown"
"11521","20/02/2017","Al Mahwit","Two Civilians' vehicles","Vehicle/Buss"
"11522","20/02/2017","Lahj","Vehicle (belonging to the Director of Maqbanah district Hayl Sinan)","Figure"
"11523","21/02/2017","Lahj","Pro-Houthi sites","Military Site"
"11524","21/02/2017","Lahj","-","Unknown"
"11525","21/02/2017","Sa'ada","-","Unknown"
"11526","21/02/2017","Sa'ada","Pro-Houthi sites","Military Site"
"11527","21/02/2017","Al Hudaydah","-","Unknown"
"11528","21/02/2017","Al Hudaydah","-","Unknown"
"11529","21/02/2017","Marib","-","Unknown"
"11530","21/02/2017","Dhamar","-","Unknown"
"11531","21/02/2017","Ibb","Pro-Houthi sites","Military Site"
"11532","21/02/2017","Ibb","Weapons storage","Weapon Storage"
"11533","21/02/2017","Ibb","-","Unknown"
"11534","21/02/2017","Al Mahwit","-","Unknown"
"11535","21/02/2017","Al Mahwit","-","Unknown"
"11536","21/02/2017","Lahj","-","Unknown"
"11537","21/02/2017","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11538","21/02/2017","Lahj","Pro-Houthi sites","Military Site"
"11539","21/02/2017","Lahj","Pro-Houthi forces","Forces"
"11540","21/02/2017","Lahj","Missiles launchers","Moving Target (weapons/fighters)"
"11541","22/02/2017","Lahj","Aviation College","Military Site"
"11542","22/02/2017","Lahj","Residential Areas","Residential Area"
"11543","22/02/2017","Lahj","Al-Sawad Military Camp","Military Site"
"11544","22/02/2017","Sa'ada","Pro-Houthi forces","Forces"
"11545","22/02/2017","Al Hudaydah","-","Unknown"
"11546","22/02/2017","Al Hudaydah","-","Unknown"
"11547","22/02/2017","Marib","-","Unknown"
"11548","22/02/2017","Marib","10th Storm Brigade","Military Site"
"11549","22/02/2017","Marib","Bridge","Transport"
"11550","22/02/2017","Marib","Pro-Houthi forces","Forces"
"11551","22/02/2017","Marib","Pro-Houthi forces","Forces"
"11552","22/02/2017","Dhamar","-","Unknown"
"11553","22/02/2017","Dhamar","Residential Areas","Residential Area"
"11554","22/02/2017","Ibb","-","Unknown"
"11555","22/02/2017","Ibb","Military vehicle","Moving Target (weapons/fighters)"
"11556","22/02/2017","Ibb","Pro-Houthi forces","Forces"
"11557","22/02/2017","Ibb","military vehicle","Moving Target (weapons/fighters)"
"11558","22/02/2017","Ibb","Military vehicles","Moving Target (weapons/fighters)"
"11559","22/02/2017","Ibb","Pro-Houthi forces","Forces"
"11560","22/02/2017","Ibb","Al-Hantash Farms","Farms"
"11561","22/02/2017","Ibb","Civilians' houses","Residential Area"
"11562","22/02/2017","Al Mahwit","Pro-Houthi forces","Forces"
"11563","22/02/2017","Al Mahwit","-","Unknown"
"11564","22/02/2017","Al Mahwit","Civilians' car","Vehicle/Buss"
"11565","22/02/2017","Al Mahwit","-","Unknown"
"11566","22/02/2017","Al Mahwit","Residential Areas","Residential Area"
"11567","22/02/2017","Al Mahwit","-","Unknown"
"11568","22/02/2017","Al Mahwit","-","Unknown"
"11569","22/02/2017","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11570","23/02/2017","Lahj","Pro-Houthi forces","Forces"
"11571","23/02/2017","Sa'ada","Al-Qasabah & Al-muheeb military sites","Forces"
"11572","23/02/2017","Taizz","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11573","23/02/2017","Taizz","Pro-Houthi sites","Military Site"
"11574","23/02/2017","Al Hudaydah","Residential Areas","Residential Area"
"11575","23/02/2017","Al Hudaydah","The Customs","Gov. Compounds"
"11576","23/02/2017","Ibb","Pro-Houthi sites","Military Site"
"11577","23/02/2017","Ibb","Pro-Houthi sites","Military Site"
"11578","23/02/2017","Ibb","House Belonging to a local Sheikh (Saleh Bin Sawdah To'ayman)","Residential Area"
"11579","23/02/2017","Al Hudaydah","-","Unknown"
"11580","23/02/2017","Marib","Pro-Houthi forces","Forces"
"11581","23/02/2017","Dhamar","-","Unknown"
"11582","23/02/2017","Ibb","-","Unknown"
"11583","23/02/2017","Ibb","House (belonging to a local sheikh Saleh To'ayman)","Figure"
"11584","23/02/2017","Al Mahwit","Pro-Houthi forces","Forces"
"11585","23/02/2017","Al Mahwit","Pro-Houthi forces","Forces"
"11586","23/02/2017","Al Mahwit","Pro-Houthi forces","Forces"
"11587","23/02/2017","Lahj","Civilian's house","Residential Area"
"11588","23/02/2017","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11589","23/02/2017","Lahj","Pro-Houthi forces","Forces"
"11590","23/02/2017","Lahj","-","Unknown"
"11591","23/02/2017","Lahj","-","Unknown"
"11592","23/02/2017","Lahj","-","Unknown"
"11593","23/02/2017","Lahj","Restaurant","Private business"
"11594","24/02/2017","Al Hudaydah","-","Unknown"
"11595","24/02/2017","Al Hudaydah","-","Unknown"
"11596","24/02/2017","Marib","-","Unknown"
"11597","24/02/2017","Ibb","-","Unknown"
"11598","24/02/2017","Al Mahwit","-","Unknown"
"11599","24/02/2017","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11600","24/02/2017","Lahj","Al-Omary Schools","School"
"11601","24/02/2017","Lahj","-","Unknown"
"11602","25/02/2017","Lahj","-","Unknown"
"11603","25/02/2017","Lahj","-","Unknown"
"11604","25/02/2017","Taizz","Civilian's house","Residential Area"
"11605","25/02/2017","Ibb","Farms","Farms"
"11606","25/02/2017","Ibb","-","Unknown"
"11607","25/02/2017","Al Mahwit","Kahlan Military Camp","Military Site"
"11608","25/02/2017","Lahj","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11609","25/02/2017","Lahj","-","Unknown"
"11610","25/02/2017","Lahj","-","Unknown"
"11611","25/02/2017","Lahj","-","Unknown"
"11612","25/02/2017","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11613","26/02/2017","Lahj","Farm","Farms"
"11614","26/02/2017","Lahj","Pro-Houthi sites","Military Site"
"11615","26/02/2017","Lahj","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11616","26/02/2017","Lahj","Aviation College","Military Site"
"11617","26/02/2017","Lahj","Military vehicle","Moving Target (weapons/fighters)"
"11618","26/02/2017","Lahj","Pro-Houthi sites","Military Site"
"11619","26/02/2017","Lahj","Farms","Farms"
"11620","26/02/2017","Taizz","Pro-Houthi sites","Military Site"
"11621","26/02/2017","Taizz","-","Unknown"
"11622","26/02/2017","Taizz","-","Unknown"
"11623","26/02/2017","Marib","MTN Telecommunications network","Communication"
"11624","26/02/2017","Marib","Al-Qarash Military Camp","Military Site"
"11625","26/02/2017","Marib","-","Unknown"
"11626","26/02/2017","Marib","Al-Haymah port","Transport"
"11627","26/02/2017","Ibb","-","Unknown"
"11628","26/02/2017","Al Mahwit","-","Unknown"
"11629","26/02/2017","Lahj","Mosque","Mosque"
"11630","26/02/2017","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11631","26/02/2017","Lahj","Al-Omary Schools","School"
"11632","26/02/2017","Lahj","-","Unknown"
"11633","26/02/2017","Lahj","-","Unknown"
"11634","26/02/2017","Lahj","Al-Khadhir market","Market Place"
"11635","27/02/2017","Al Hudaydah","-","Unknown"
"11636","27/02/2017","Al Hudaydah","Truck","Vehicle/Buss"
"11637","27/02/2017","Al Hudaydah","Military vehicle","Moving Target (weapons/fighters)"
"11638","27/02/2017","Al Hudaydah","-","Unknown"
"11639","27/02/2017","Al Hudaydah","-","Unknown"
"11640","27/02/2017","Marib","Pro-Houthi sites","Military Site"
"11641","27/02/2017","Marib","-","Unknown"
"11642","27/02/2017","Dhamar","-","Unknown"
"11643","27/02/2017","Dhamar","Pro-Houthi sites","Military Site"
"11644","27/02/2017","Ibb","-","Unknown"
"11645","27/02/2017","Ibb","-","Unknown"
"11646","27/02/2017","Ibb","-","Unknown"
"11647","27/02/2017","Ibb","-","Unknown"
"11648","27/02/2017","Al Mahwit","Pro-Houthi sites","Military Site"
"11649","27/02/2017","Al Mahwit","Pro-Houthi sites","Military Site"
"11650","27/02/2017","Al Mahwit","Pro-Houthi sites","Military Site"
"11651","27/02/2017","Al Mahwit","Pro-Houthi sites","Military Site"
"11652","27/02/2017","Al Mahwit","Pro-Houthi sites","Military Site"
"11653","27/02/2017","Al Mahwit","Main road","Transport"
"11654","27/02/2017","Al Mahwit","-","Unknown"
"11655","27/02/2017","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11656","27/02/2017","Lahj","-","Unknown"
"11657","27/02/2017","Lahj","Main road","Transport"
"11658","27/02/2017","Lahj","-","Unknown"
"11659","27/02/2017","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11660","27/02/2017","Lahj","Al-Mukha - Taiz road","Transport"
"11661","27/02/2017","Lahj","-","Unknown"
"11662","27/02/2017","Lahj","-","Unknown"
"11663","27/02/2017","Lahj","-","Unknown"
"11664","28/02/2017","Marib","-","Unknown"
"11665","28/02/2017","Marib","Al-Hudaydah Airport","Transport"
"11666","28/02/2017","Marib","-","Unknown"
"11667","28/02/2017","Marib","Coastal defense military camp","Military Site"
"11668","28/02/2017","Ibb","Farm","Farms"
"11669","28/02/2017","Al Mahwit","Building","Residential Area"
"11670","28/02/2017","Al Mahwit","Building","Residential Area"
"11671","28/02/2017","Al Mahwit","-","Unknown"
"11672","28/02/2017","Al Mahwit","-","Unknown"
"11673","28/02/2017","Al Mahwit","-","Unknown"
"11674","28/02/2017","Al Mahwit","-","Unknown"
"11675","28/02/2017","Al Mahwit","Weapons storage","Weapon Storage"
"11676","28/02/2017","Lahj","-","Unknown"
"11677","28/02/2017","Lahj","Al-Omary Schools","School"
"11678","28/02/2017","Lahj","Vehicle (belonging to a pro-Houthi leader)","Forces"
"11679","28/02/2017","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11680","01/03/2017","Lahj","Aviation college","Military Site"
"11681","01/03/2017","Lahj","Military sites","Military Site"
"11682","01/03/2017","Taizz","Al-Kamb compound","Private business"
"11683","01/03/2017","Al Hudaydah","Al-Naseem farms","Farms"
"11684","01/03/2017","Al Hudaydah","Pro-Houthi forces","Forces"
"11685","01/03/2017","Al Hudaydah","-","Unknown"
"11686","01/03/2017","Al Hudaydah","-","Unknown"
"11687","01/03/2017","Al Hudaydah","-","Unknown"
"11688","01/03/2017","Marib","Pro-Houthi forces","Forces"
"11689","01/03/2017","Marib","Al-Hudaydah military airport","Military Site"
"11690","01/03/2017","Marib","Pro-Houthi forces","Forces"
"11691","01/03/2017","Marib","Pro-Houthi forces","Forces"
"11692","01/03/2017","Dhamar","-","Unknown"
"11693","01/03/2017","Ibb","-","Unknown"
"11694","01/03/2017","Ibb","-","Unknown"
"11695","01/03/2017","Ibb","Sirwah Market","Market Place"
"11696","01/03/2017","Al Mahwit","-","Unknown"
"11697","01/03/2017","Al Mahwit","-","Unknown"
"11698","01/03/2017","Al Mahwit","-","Unknown"
"11699","02/03/2017","Lahj","Al-Nahdain military camp","Military Site"
"11700","02/03/2017","Lahj","Al-Sawad military camp","Military Site"
"11701","02/03/2017","Al Hudaydah","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11702","02/03/2017","Al Hudaydah","Weapons storage","Weapon Storage"
"11703","02/03/2017","Al Hudaydah","-","Unknown"
"11704","02/03/2017","Al Hudaydah","-","Unknown"
"11705","02/03/2017","Al Hudaydah","Civilian's house","Residential Area"
"11706","02/03/2017","Al Hudaydah","-","Unknown"
"11707","02/03/2017","Marib","-","Unknown"
"11708","02/03/2017","Marib","Al-Hudaydah military airport","Military Site"
"11709","02/03/2017","Marib","Pro-Houthi Sites","Military Site"
"11710","02/03/2017","Marib","Pro-Houthi Sites","Military Site"
"11711","02/03/2017","Marib","-","Unknown"
"11712","02/03/2017","Ibb","-","Unknown"
"11713","02/03/2017","Al Mahwit","-","Unknown"
"11714","02/03/2017","Al Mahwit","-","Unknown"
"11715","02/03/2017","Al Mahwit","-","Unknown"
"11716","02/03/2017","Al Mahwit","-","Unknown"
"11717","02/03/2017","Al Mahwit","Civilians' houses","Residential Area"
"11718","03/03/2017","Lahj","Al-Daylami airbase","Military Site"
"11719","03/03/2017","Lahj","Pro-Houthi forces","Forces"
"11720","03/03/2017","Al Hudaydah","Weapons storage","Weapon Storage"
"11721","03/03/2017","Al Hudaydah","Military  communications room","Other"
"11722","03/03/2017","Marib","Pro-Houthi Sites","Military Site"
"11723","03/03/2017","Marib","Pro-Houthi Sites","Military Site"
"11724","03/03/2017","Marib","-","Unknown"
"11725","03/03/2017","Marib","-","Unknown"
"11726","03/03/2017","Marib","-","Unknown"
"11727","03/03/2017","Marib","-","Unknown"
"11728","03/03/2017","Dhamar","-","Unknown"
"11729","03/03/2017","Dhamar","-","Unknown"
"11730","03/03/2017","Ibb","-","Unknown"
"11731","03/03/2017","Ibb","-","Unknown"
"11732","03/03/2017","Al Mahwit","-","Unknown"
"11733","03/03/2017","Al Mahwit","-","Unknown"
"11734","03/03/2017","Lahj","Bridge","Transport"
"11735","03/03/2017","Lahj","Al-Omary Schools","School"
"11736","03/03/2017","Lahj","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11737","03/03/2017","Lahj","Checkpoint","Checkpoints"
"11738","04/03/2017","Lahj","Pro-Houthi forces","Forces"
"11739","04/03/2017","Lahj","Pro-Houthi forces","Forces"
"11740","04/03/2017","Al Dhale'e","Stones Crusher","State resources"
"11741","04/03/2017","Al Hudaydah","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11742","04/03/2017","Al Hudaydah","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11743","04/03/2017","Marib","Stones Crusher","State resources"
"11744","04/03/2017","Marib","-","Unknown"
"11745","04/03/2017","Marib","-","Unknown"
"11746","04/03/2017","Al Mahwit","Pro-Houthi Sites","Military Site"
"11747","04/03/2017","Al Mahwit","-","Unknown"
"11748","04/03/2017","Al Mahwit","-","Unknown"
"11749","04/03/2017","Al Mahwit","Al-Saifi Military Camp","Military Site"
"11750","04/03/2017","Al Mahwit","Kahlan Military Camp","Military Site"
"11751","04/03/2017","Al Mahwit","-","Unknown"
"11752","04/03/2017","Al Mahwit","-","Unknown"
"11753","04/03/2017","Al Mahwit","-","Unknown"
"11754","04/03/2017","Al Mahwit","-","Unknown"
"11755","04/03/2017","Lahj","Water well","Water & Electricity"
"11756","04/03/2017","Lahj","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11757","04/03/2017","Lahj","Al-Kassarah checkpoint","Checkpoints"
"11758","04/03/2017","Lahj","-","Unknown"
"11759","04/03/2017","Lahj","Pro-Houthi forces","Forces"
"11760","04/03/2017","Lahj","35th Armoured brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11761","04/03/2017","Lahj","-","Unknown"
"11762","04/03/2017","Lahj","Al-Omary Schools","School"
"11763","05/03/2017","Lahj","-","Unknown"
"11764","05/03/2017","Al Hudaydah","Weapons storage","Weapon Storage"
"11765","05/03/2017","Al Hudaydah","Weapons storage","Weapon Storage"
"11766","05/03/2017","Taizz","Pro-Houthi forces","Forces"
"11767","05/03/2017","Marib","-","Unknown"
"11768","05/03/2017","Marib","Stones Crusher","State resources"
"11769","05/03/2017","Marib","-","Unknown"
"11770","05/03/2017","Dhamar","Pro-Houthi forces","Forces"
"11771","05/03/2017","Ibb","Civilian's house","Residential Area"
"11772","05/03/2017","Al Mahwit","Al-Saifi Military Camp","Military Site"
"11773","05/03/2017","Al Mahwit","Main road","Transport"
"11774","05/03/2017","Lahj","-","Unknown"
"11775","05/03/2017","Lahj","-","Unknown"
"11776","05/03/2017","Lahj","Pro-Houthi forces","Forces"
"11777","05/03/2017","Lahj","Residential Area","Residential Area"
"11778","05/03/2017","Lahj","-","Unknown"
"11779","05/03/2017","Lahj","Al-Omary Schools","School"
"11780","05/03/2017","Lahj","35th Armoured brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11781","06/03/2017","Lahj","Residential Areas","Residential Area"
"11782","06/03/2017","Al Dhale'e","Pro-Houthi Sites","Military Site"
"11783","06/03/2017","Al Hudaydah","-","Unknown"
"11784","06/03/2017","Marib","Abo Mosa Al-Asha'ari Military Camp","Military Site"
"11785","06/03/2017","Marib","10th Storm brigade","Military Site"
"11786","06/03/2017","Marib","-","Unknown"
"11787","06/03/2017","Marib","-","Unknown"
"11788","06/03/2017","Marib","Air defense military camp","Military Site"
"11789","06/03/2017","Dhamar","Pro-Houthi Sites","Military Site"
"11790","06/03/2017","Dhamar","Pro-Houthi Sites","Military Site"
"11791","06/03/2017","Dhamar","-","Unknown"
"11792","06/03/2017","Ibb","-","Unknown"
"11793","06/03/2017","Al Mahwit","-","Unknown"
"11794","06/03/2017","Al Mahwit","Main road","Transport"
